,names,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
4939,"DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
4940,"DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
4944,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
4945,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
4947,"LoanAmount,EMI,InsuranceAmount/2.csv",0.0,0.97,0.03,0.0,0.49,0.51,0.03
4959,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
4961,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
4964,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
4965,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
4974,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
4978,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
4979,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
4980,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
4982,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
4984,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
4985,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
4986,"DocumentCharge,EMI,InsuranceAmount,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.49,0.51,0.03
4989,"DocumentCharge,EMI,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
5000,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
5001,"LoanAmount,DocumentCharge/3.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
5004,"LoanAmount,DocumentCharge/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
5005,"LoanAmount,DocumentCharge/5.csv",0.0,0.97,0.03,0.0,0.37,0.63,0.03
5006,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5009,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5010,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
5011,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.56,0.44,0.03
5013,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
5014,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5015,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
5018,"InterestRate,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
5020,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.56,0.44,0.03
5023,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
5024,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
5025,"loantype,InsuranceAmount,ResidenceType/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
5026,"loantype,InsuranceAmount,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5027,"loantype,InsuranceAmount,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
5028,"loantype,InsuranceAmount,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
5035,"loantype,LoanAmount,EMI,ResidenceType/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
5037,"loantype,LoanAmount,EMI,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
5039,"loantype,LoanAmount,EMI,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
5043,"InterestRate,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
5045,"InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.56,0.44,0.03
5054,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
5055,"loantype,DocumentCharge,EMI,InsuranceRate,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5058,"loantype,DocumentCharge,EMI,InsuranceRate,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5059,"loantype,DocumentCharge,EMI,InsuranceRate,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
5061,"loantype,EMI,InterestRate,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
5062,"loantype,EMI,InterestRate,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
5063,"loantype,EMI,InterestRate,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
5064,"loantype,EMI,InterestRate,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
548,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/4.csv",0.46,0.52,0.02,0.01,0.53,0.47,0.47
3859,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/4.csv",0.42,0.55,0.02,0.01,0.53,0.47,0.44
902,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.41,0.56,0.02,0.01,0.52,0.48,0.42
1155,"loantype,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.41,0.57,0.02,0.01,0.56,0.44,0.42
1354,"loantype,LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.41,0.56,0.02,0.01,0.52,0.48,0.43
2830,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.41,0.56,0.02,0.01,0.52,0.48,0.42
4560,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.41,0.56,0.02,0.01,0.52,0.48,0.42
74,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/4.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
93,"loantype,LoanAmount,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
330,"loantype,InterestRate,InsuranceRate/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
547,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
786,"InsuranceRate,ResidenceType,RentAmount/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
915,"LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
1040,"InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
1130,"InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
1297,"InterestRate,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
1437,"EMI,InterestRate,InsuranceRate/2.csv",0.4,0.58,0.02,0.01,0.54,0.46,0.41
2302,"EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
2336,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.4,0.58,0.02,0.01,0.56,0.44,0.41
2564,"LoanAmount,EMI,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
2699,"loantype,LoanAmount,DocumentCharge,InsuranceRate/2.csv",0.4,0.58,0.02,0.01,0.57,0.43,0.41
2808,"loantype,EMI,InterestRate,InsuranceRate/2.csv",0.4,0.58,0.02,0.01,0.56,0.44,0.41
3033,"loantype,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
3331,"loantype,LoanAmount,InterestRate,InsuranceRate/2.csv",0.4,0.58,0.02,0.01,0.57,0.43,0.41
3392,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/4.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
3888,"EMI,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
3928,"loantype,InterestRate,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
3995,"loantype,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
4258,"EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",0.4,0.58,0.02,0.01,0.53,0.47,0.41
4448,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.4,0.58,0.02,0.01,0.56,0.44,0.41
4463,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/2.csv",0.4,0.58,0.02,0.01,0.55,0.45,0.41
4543,"LoanAmount,InterestRate,InsuranceRate/2.csv",0.4,0.58,0.02,0.01,0.55,0.45,0.41
84,"LoanAmount,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.45,0.55,0.41
118,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.46,0.54,0.41
344,"LoanAmount,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.42,0.58,0.41
512,"loantype,LoanAmount,InterestRate,InsuranceRate,RentAmount/2.csv",0.39,0.59,0.02,0.01,0.57,0.43,0.41
615,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.39,0.58,0.02,0.01,0.51,0.49,0.41
833,"loantype,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.55,0.45,0.41
906,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.56,0.44,0.41
971,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.53,0.47,0.41
1363,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.42,0.58,0.41
1676,"EMI,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.43,0.57,0.41
1704,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.45,0.55,0.41
1816,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.39,0.58,0.02,0.01,0.56,0.44,0.41
2216,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.55,0.45,0.41
2301,"EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/3.csv",0.39,0.58,0.02,0.01,0.56,0.44,0.41
2342,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.45,0.55,0.41
2769,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.39,0.58,0.02,0.01,0.57,0.43,0.41
2922,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.39,0.58,0.02,0.01,0.51,0.49,0.41
3240,"loantype,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.55,0.45,0.41
3299,"loantype,LoanAmount,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.46,0.54,0.41
3344,"loantype,LoanAmount,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.46,0.54,0.41
3439,"InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.39,0.59,0.02,0.01,0.41,0.59,0.4
3589,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.55,0.45,0.41
3781,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.46,0.54,0.41
3912,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.39,0.58,0.02,0.01,0.51,0.49,0.41
4257,"EMI,InterestRate,InsuranceRate,ResidenceType/3.csv",0.39,0.58,0.02,0.01,0.56,0.44,0.41
4364,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.55,0.45,0.41
4451,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.44,0.56,0.41
4494,"LoanAmount,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.39,0.58,0.02,0.01,0.45,0.55,0.41
4785,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.39,0.58,0.02,0.01,0.46,0.54,0.41
64,"DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.38,0.59,0.02,0.01,0.58,0.42,0.4
582,"InterestRate,InsuranceRate,RentAmount/2.csv",0.38,0.59,0.02,0.01,0.54,0.46,0.4
782,"LoanAmount,InsuranceRate,ResidenceType,RentAmount/4.csv",0.38,0.6,0.02,0.01,0.42,0.58,0.4
901,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.38,0.6,0.02,0.01,0.44,0.56,0.39
916,"LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount/4.csv",0.38,0.6,0.02,0.01,0.42,0.58,0.4
1027,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/1.csv",0.38,0.6,0.02,0.01,0.52,0.48,0.39
1921,"loantype,InterestRate,InsuranceRate,RentAmount/2.csv",0.38,0.6,0.02,0.01,0.53,0.47,0.4
2042,"loantype,LoanAmount,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.38,0.59,0.02,0.01,0.53,0.47,0.4
2246,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.38,0.59,0.02,0.01,0.53,0.47,0.4
2720,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.38,0.59,0.02,0.01,0.54,0.46,0.4
2801,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.38,0.59,0.02,0.01,0.44,0.56,0.4
2833,"LoanAmount,InterestRate,InsuranceRate,RentAmount/2.csv",0.38,0.59,0.02,0.01,0.55,0.45,0.4
4278,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",0.38,0.59,0.02,0.01,0.57,0.43,0.4
4499,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.38,0.59,0.02,0.01,0.45,0.55,0.4
4613,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",0.38,0.6,0.02,0.01,0.56,0.44,0.4
4643,"LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.38,0.6,0.02,0.01,0.42,0.58,0.4
4667,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.38,0.59,0.02,0.01,0.57,0.43,0.4
1091,"LoanAmount,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.37,0.6,0.02,0.01,0.42,0.58,0.39
1581,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.37,0.6,0.02,0.01,0.42,0.58,0.39
4670,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/5.csv",0.37,0.6,0.02,0.01,0.47,0.53,0.39
4858,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.37,0.6,0.02,0.01,0.53,0.47,0.39
4972,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount/2.csv",0.37,0.6,0.02,0.01,0.55,0.45,0.39
12,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/4.csv",0.35,0.62,0.02,0.01,0.47,0.53,0.36
31,"loantype,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
32,"loantype,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.37
36,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
50,"EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.35,0.62,0.02,0.01,0.65,0.35,0.36
77,InsuranceAmount/3.csv,0.35,0.62,0.02,0.01,0.5,0.5,0.36
83,"LoanAmount,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.52,0.48,0.37
122,"loantype,LoanAmount,EMI,InsuranceAmount,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.48,0.52,0.36
125,"loantype,LoanAmount,EMI,InsuranceAmount,RentAmount/5.csv",0.35,0.63,0.02,0.01,0.4,0.6,0.36
137,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
168,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.37
189,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount/5.csv",0.35,0.62,0.02,0.01,0.47,0.53,0.36
222,"LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.35,0.63,0.02,0.01,0.41,0.59,0.36
261,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.35,0.63,0.02,0.01,0.52,0.48,0.36
305,"DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
358,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
383,"loantype,LoanAmount,InsuranceAmount,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.48,0.52,0.36
399,"loantype,EMI,InterestRate,InsuranceAmount,ResidenceType/4.csv",0.35,0.62,0.02,0.01,0.41,0.59,0.36
404,"InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",0.35,0.62,0.02,0.01,0.42,0.58,0.36
416,"loantype,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.35,0.63,0.02,0.01,0.46,0.54,0.36
448,"LoanAmount,InsuranceAmount,RentAmount,NoOfDependents/2.csv",0.35,0.63,0.02,0.01,0.49,0.51,0.36
476,"LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.35,0.62,0.02,0.01,0.58,0.42,0.36
478,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.55,0.45,0.37
493,"loantype,InsuranceRate,InsuranceAmount/2.csv",0.35,0.62,0.02,0.01,0.5,0.5,0.36
552,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
553,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.37
592,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
597,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
598,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.35,0.63,0.02,0.01,0.53,0.47,0.36
611,"InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",0.35,0.63,0.02,0.01,0.54,0.46,0.36
614,"InterestRate,InsuranceRate,InsuranceAmount,RentAmount/5.csv",0.35,0.63,0.02,0.01,0.45,0.55,0.36
617,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.35,0.62,0.02,0.01,0.41,0.59,0.36
620,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/3.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
622,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/4.csv",0.35,0.62,0.02,0.01,0.41,0.59,0.36
625,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.35,0.62,0.02,0.01,0.65,0.35,0.36
680,"loantype,DocumentCharge,EMI,InsuranceAmount,RentAmount/3.csv",0.35,0.63,0.02,0.01,0.45,0.55,0.36
691,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
711,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
712,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.35,0.63,0.02,0.01,0.42,0.58,0.36
726,"loantype,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
746,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
776,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
830,"loantype,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.5,0.5,0.36
861,"LoanAmount,InsuranceAmount,ResidenceType/4.csv",0.35,0.62,0.02,0.01,0.45,0.55,0.36
885,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
890,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
925,"DocumentCharge,EMI,InsuranceAmount,RentAmount,NoOfDependents/2.csv",0.35,0.63,0.02,0.01,0.56,0.44,0.36
960,"loantype,LoanAmount,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
1014,"DocumentCharge,InterestRate,InsuranceAmount,RentAmount/3.csv",0.35,0.63,0.02,0.01,0.53,0.47,0.36
1016,"DocumentCharge,InterestRate,InsuranceAmount,RentAmount/4.csv",0.35,0.63,0.02,0.01,0.41,0.59,0.36
1034,"DocumentCharge,EMI,InterestRate,InsuranceAmount/3.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
1064,"loantype,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.35,0.62,0.02,0.01,0.55,0.45,0.36
1066,"loantype,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.35,0.63,0.02,0.01,0.41,0.59,0.36
1090,"LoanAmount,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
1118,"InterestRate,InsuranceAmount,RentAmount/5.csv",0.35,0.63,0.02,0.01,0.46,0.54,0.36
1302,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.35,0.63,0.02,0.01,0.52,0.48,0.36
1338,"LoanAmount,InterestRate,InsuranceAmount,ResidenceType/4.csv",0.35,0.62,0.02,0.01,0.41,0.59,0.36
1375,"loantype,InsuranceAmount,RentAmount/5.csv",0.35,0.63,0.02,0.01,0.43,0.57,0.36
1387,"DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.35,0.62,0.02,0.01,0.53,0.47,0.36
1428,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.35,0.63,0.02,0.01,0.41,0.59,0.36
