Name,Designation,DOB,URL,Constituency,Remarks
Khan Sher Akbar Khan,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1391,PP-142 (Sheikhupura-VIII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.142@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Khan Muhammad SiddiqueKhan Baloch,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1471,PP-227 ( Lodhran-IV ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.227@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Khalil Tahir Sindhu,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1606,NM-368,"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'nm.368@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Christianity'}"
Khalida Mansoor,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1589,W-349,"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'w.349@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Khalid Mehmood Dogar,Member of Punjab Assembly (Provincial),15th September 1969,https://www.pap.gov.pk/members/profile/en/21/1474,PP-230 (Vehari-II ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': ['MA', 'L.L.B'], 'Email': 'pp.230@pap.gov.pk', ""Father's/Husband's Name"": 'Muhammad Yaqoob Dogar', 'Marital Status': 'Married', 'Children': '3', 'Place of Birth': 'Burewala', 'Religion': 'Islam'}"
Malik Muhammad Ahmad Khan,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1422,PP-176 (Kasur-III ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.176@pap.gov.pk', ""Father's/Husband's Name"": 'Malik Muhammad Ali Khan', 'Religion': 'Islam'}"
Marghoob Ahmad,Member of Punjab Assembly (Provincial),1st January 1959,https://www.pap.gov.pk/members/profile/en/21/1398,PP-149 ( Lahore-VI ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.149@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Abdul Rashid', 'Place of Birth': 'Lahore', 'Religion': 'Islam'}"
Mannan Khan,Member of Punjab Assembly (Provincial),1st October 1976,https://www.pap.gov.pk/members/profile/en/21/1301,PP-48 ( Narowal-III ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'BA', 'Email': 'pp.48@pap.gov.pk', ""Father's/Husband's Name"": 'Maqbool Ahmad', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Sialkot', 'Religion': 'Islam'}"
Malik Taimoor Masood,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1274,PP-20 (Rawalpindi-XV ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.20@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Saif Ul Malook Khokhar,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1625,PP-165 ( Lahore-XXI ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.165@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Nauman Ahmad Langrial,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1447,PP-202 ( Sahiwal-VII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.202@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Nadeem Kamran,Member of Punjab Assembly (Provincial),3rd August 1953,https://www.pap.gov.pk/members/profile/en/21/1443,PP-197 ( Sahiwal-II ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'BA', 'Email': 'pp.197@pap.gov.pk', ""Father's/Husband's Name"": 'Malik Atta Muhammad', 'Marital Status': 'Married', 'Children': '3', 'Place of Birth': 'Sahiwal', 'Religion': 'Islam'}"
Malik Nadeem Abbas,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1409,PP-161 (Lahore-XVIII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.161@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Mukhtar Ahmad,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1425,PP-179 (Kasur-VI ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.179@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Muhammad Waheed,Member of Punjab Assembly (Provincial),1st September 1972,https://www.pap.gov.pk/members/profile/en/21/1610,PP-156 (Lahore-XIII ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.156@pap.gov.pk', ""Father's/Husband's Name"": 'Abdul Majeed', 'Marital Status': 'Married', 'Children': '6', 'Place of Birth': 'Lahore', 'Religion': 'Islam'}"
Malik Muhammad Anwar,Member of Punjab Assembly (Provincial),25th April 1950,https://www.pap.gov.pk/members/profile/en/21/1259,PP-4 ( Attock-IV ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.4@pap.gov.pk', ""Father's/Husband's Name"": 'Malik Muhammad Ali Khan', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Attock', 'Religion': 'Islam'}"
Malik Khalid Mehmood Babar,Member of Punjab Assembly (Provincial),1st January 1970,https://www.pap.gov.pk/members/profile/en/21/1495,PP-251 (Bahawalpur-VII ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'BA', 'Email': 'pp.251@pap.gov.pk', ""Father's/Husband's Name"": 'Malik Qadir Bakhsh', 'Marital Status': 'Married', 'Children': '8', 'Place of Birth': 'Bahawalpur', 'Religion': 'Islam'}"
Malik Jamshaid Altaf,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1260,PP-5 ( Attock-V ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.5@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Ghulam Rasool Sangha,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1336,PP-83 ( Khushab-II ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.83@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Malik Ghulam Qasim Hunjra,Member of Punjab Assembly (Provincial),13th August 1978,https://www.pap.gov.pk/members/profile/en/21/1511,PP-268 ( Muzaffargarh-I ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'M.Sc.', 'Email': 'pp.268@pap.gov.pk', ""Father's/Husband's Name"": 'Malik Muhammad Ajmal Hunjra', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Kot Addu', 'Religion': 'Islam'}"
Malik Ghulam Habib Awan,Member of Punjab Assembly (Provincial),17th August 1965,https://www.pap.gov.pk/members/profile/en/21/1404,PP-155 ( Lahore-XII ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'BA', 'Email': 'pp.155@pap.gov.pk', ""Father's/Husband's Name"": 'Malik Shah Muhammad Awan', 'Place of Birth': 'Lahore', 'Religion': 'Islam'}"
Malik Ahmad Saeed Khan,Member of Punjab Assembly (Provincial),23rd March 1975,https://www.pap.gov.pk/members/profile/en/21/1421,PP-175 (Kasur-II ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.175@pap.gov.pk', ""Father's/Husband's Name"": 'Muhammad Hanif Khan', 'Place of Birth': 'Kasur', 'Religion': 'Islam'}"
Malik Ahmad Ali Aulakh,Member of Punjab Assembly (Provincial),20th September 2018,https://www.pap.gov.pk/members/profile/en/21/1522,PP-280 ( Layyah-I ),"{'Affiliated Party': 'Independent', 'Email': 'pp.280@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Makhdoom Syed Iftikhar Hassan Gillani,Member of Punjab Assembly (Provincial),23rd December 1958,https://www.pap.gov.pk/members/profile/en/21/1498,PP-254 (Bahawalpur-X ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.254@pap.gov.pk', ""Father's/Husband's Name"": 'Makhdoom-ul-Mulk Syed Shamsud- Din Gillani', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Uch Sharif', 'Religion': 'Islam'}"
Makhdoom Hashim Jawan Bakht,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1503,PP-259 (Rahim Yar Khan-V ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.259@pap.gov.pk', ""Father's/Husband's Name"": 'Makhdum Ruknuddin', 'Religion': 'Islam'}"
Mian Manazar Hussain Ranjha,Member of Punjab Assembly (Provincial),5th August 1954,https://www.pap.gov.pk/members/profile/en/21/1327,PP-74 ( Sargodha-III ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': ['L.L.B', 'BA'], 'Email': 'pp.74@pap.gov.pk', ""Father's/Husband's Name"": 'Muzaffar Ali Ranjha', 'Marital Status': 'Married', 'Children': '5', 'Place of Birth': 'Sargodha', 'Religion': 'Islam'}"
Mian Yawar Zaman,Member of Punjab Assembly (Provincial),21st March 1961,https://www.pap.gov.pk/members/profile/en/21/1434,PP-188 ( Okara-VI ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.188@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Muhammad Zaman', 'Marital Status': 'Married', 'Place of Birth': 'Okara', 'Religion': 'Islam'}"
Mian Tariq Abdullah,Member of Punjab Assembly (Provincial),15th March 1957,https://www.pap.gov.pk/members/profile/en/21/1465,PP-220 ( Multan-X ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.220@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Muhammad Abdullah', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Multan', 'Religion': 'Islam'}"
Mian Shafi Muhammad,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1502,PP-258 (Rahim Yar Khan-IV ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.258@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mian Muhammad Shoaib Awaisi,Member of Punjab Assembly (Provincial),6th August 1971,https://www.pap.gov.pk/members/profile/en/21/1496,PP-252 ( Bahawalpur-VIII ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'F.A', 'Email': 'pp.252@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Shahab-ud-Din Awaisi', 'Marital Status': 'Married', 'Place of Birth': 'Bahawalpur', 'Religion': 'Islam'}"
Mian Muhammad Saqib Khurshed,Member of Punjab Assembly (Provincial),26th October 1962,https://www.pap.gov.pk/members/profile/en/21/1478,PP-234 ( Vehari-VI ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'MA', 'Email': 'pp.234@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Khurshid Anwar', 'Marital Status': 'Married', 'Children': '5', 'Place of Birth': 'Pakistan', 'Religion': 'Islam'}"
Mian Muhammad Farrukh Mumtaz Maneka,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1437,PP-191 ( Pakpattan-I ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.191@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mian Muhammad Aslam Iqbal,Member of Punjab Assembly (Provincial),20th April 1969,https://www.pap.gov.pk/members/profile/en/21/1400,PP-151 ( Lahore-VIII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'MBA', 'Email': 'pp.151@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Muhammad Iqbal', 'Place of Birth': 'Lahore', 'Religion': 'Islam'}"
Mian Muhammad Asif,Member of Punjab Assembly (Provincial),18th February 1963,https://www.pap.gov.pk/members/profile/en/21/1379,PP-129 (Jhang-VI ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.129@pap.gov.pk', ""Father's/Husband's Name"": 'Zulfiqar Ali', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Shorkot', 'Religion': 'Islam'}"
Mian Muhammad Akhtar Hayat,Member of Punjab Assembly (Provincial),1st October 1950,https://www.pap.gov.pk/members/profile/en/21/1285,PP-32 (Gujrat-V ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.32@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Muhammad Aslam Hayat', 'Marital Status': 'Married', 'Children': '2', 'Place of Birth': 'Kolian Shah Hussain, Tehsil Kharian,  District Gujrat', 'Religion': 'Islam'}"
Mian Mehmood-ur-Rasheed,Member of Punjab Assembly (Provincial),21st April 1954,https://www.pap.gov.pk/members/profile/en/21/1408,PP-160 (Lahore-XVII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'MA', 'Email': 'pp.160@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Muhammad Rasheed', 'Religion': 'Islam'}"
Mian ljaz Hussain Bhatti,Member of Punjab Assembly (Provincial),17th July 1953,https://www.pap.gov.pk/members/profile/en/21/1381,PP-131 (Nankana Sahib-I ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'F.A', 'Email': 'pp.131@pap.gov.pk', ""Father's/Husband's Name"": 'Mian Rafique Hussain Bhatti', 'Marital Status': 'Married', 'Children': '1', 'Place of Birth': 'Sangla Hill', 'Religion': 'Islam'}"
Mian Khalid Mehmood,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1389,PP-140 (Sheikhupura-VI ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.140@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mian Jaleel Ahmed,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1611,PP-139 ( Sheikhupura-V ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.139@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mian Irfan Aqeel Daultana,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1475,PP-231 ( Vehari-III ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.231@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mian Alamdar Abbas Qureshi,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1519,PP-277 ( Muzaffargarh-X ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.277@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mian Abdul Rauf,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1388,PP-138 (Sheikhupura-IV ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.138@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mehwish sultana,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1572,W-332,"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'w.332@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mehar Muhammad Aslam,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1377,PP-127 ( Jhang-IV ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.127@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Mazhar Abbas Raan,Member of Punjab Assembly (Provincial),1st February 1953,https://www.pap.gov.pk/members/profile/en/21/1463,PP-218 (Multan-VIII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.218@pap.gov.pk', ""Father's/Husband's Name"": 'Haji Karam Khan', 'Marital Status': 'Married', 'Children': '3', 'Place of Birth': 'Multan', 'Religion': 'Islam'}"
Muhammad Ahsan Jahangir,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1324,PP-71 ( Hafizabad-III ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.71@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Arshad Javed,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1504,PP-260 (Rahim Yar Khan-VI ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.260@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Arshad Chaudhary,Member of Punjab Assembly (Provincial),1st November 1959,https://www.pap.gov.pk/members/profile/en/21/1287,PP-34 (Gujrat-VII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': ['L.L.B', 'BA'], 'Email': 'pp.34@pap.gov.pk', ""Father's/Husband's Name"": 'Ch. Sardar Ali', 'Marital Status': 'Married', 'Children': '5', 'Place of Birth': 'Saraie-eAlamgir', 'Religion': 'Islam'}"
Muhammad Arshad,Member of Punjab Assembly (Provincial),28th August 1963,https://www.pap.gov.pk/members/profile/en/21/1488,PP-244 ( Bahawalnagar-VIII ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Academic Qualifications': 'BA', 'Email': 'pp.244@pap.gov.pk', ""Father's/Husband's Name"": 'Muhammad Shafi', 'Marital Status': 'Married', 'Children': '3', 'Place of Birth': 'Chak No.132-6-R, Tehsil Haroon Abad, Bahawalnagar', 'Religion': 'Islam'}"
Muhammad Aown Hameed,Member of Punjab Assembly (Provincial),25th September 1978,https://www.pap.gov.pk/members/profile/en/21/1518,PP-276 ( Muzaffargarh-IX ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.276@pap.gov.pk', ""Father's/Husband's Name"": 'Muhammad Guftar Hameed', 'Marital Status': 'Married', 'Children': '2', 'Place of Birth': 'Khan Garh', 'Religion': 'Islam'}"
Muhammad Amin Zulqrnain,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1416,PP-170 (Lahore-XXVII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.170@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Ali Raza Khan Khakwani,Member of Punjab Assembly (Provincial),7th May 1979,https://www.pap.gov.pk/members/profile/en/21/1479,PP-235 ( Vehari-VII ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'BA', 'Email': 'pp.235@pap.gov.pk', ""Father's/Husband's Name"": 'Ghulam Akbar Khan Khakwani', 'Marital Status': 'Married', 'Children': '4', 'Place of Birth': 'Multan', 'Religion': 'Islam'}"
Muhammad Akhtar,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1464,PP-219 ( Multan-IX ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.219@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Akhlaq,Member of Punjab Assembly (Provincial),1st May 1956,https://www.pap.gov.pk/members/profile/en/21/1289,PP-36 ( Sialkot-II ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Academic Qualifications': 'B.Com', 'Email': 'pp.36@pap.gov.pk', ""Father's/Husband's Name"": 'Barkat Ali', 'Marital Status': 'Married', 'Children': '5', 'Place of Birth': 'Sialkot', 'Religion': 'Islam'}"
Muhammad Ajmal,Member of Punjab Assembly (Provincial),18th September 2018,https://www.pap.gov.pk/members/profile/en/21/1359,PP-108 (Faisalabad-XII ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.108@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Ajmal,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1349,PP-97 ( Faisalabad-I ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.97@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Afzal Gill,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1492,PP-248 (Bahawalpur-IV ),"{'Affiliated Party': 'Pakistan Muslim League (Nawaz)', 'Email': 'pp.248@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Afzal,Member of Punjab Assembly (Provincial),11th October 1964,https://www.pap.gov.pk/members/profile/en/21/1494,PP-250 (Bahawalpur-VI ),"{'Affiliated Party': 'Pakistan Muslim League', 'Academic Qualifications': 'MBBS', 'Email': 'pp.250@pap.gov.pk', ""Father's/Husband's Name"": 'Noor Muhammad', 'Marital Status': 'Married', 'Children': '3', 'Place of Birth': 'Bahawalpur', 'Religion': 'Islam'}"
Muhammad Abdullah Warraich,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1282,PP-29 (Gujrat-II ),"{'Affiliated Party': 'Pakistan Muslim League', 'Email': 'pp.29@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Aamir Nawaz Khan,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1500,PP-256 ( Rahim Yar Khan-II ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'pp.256@pap.gov.pk', ""Father's/Husband's Name"": '.', 'Religion': 'Islam'}"
Muhammad Aamir Inayat Shahani,Member of Punjab Assembly (Provincial),,https://www.pap.gov.pk/members/profile/en/21/1344,PP-92 ( Bhakkar-IV ),"{'Affiliated Party': 'Pakistan Tehreek-e-Insaf', 'Email': 'aamir1shahani@gmail.com', ""Father's/Husband's Name"": 'Inayat Ullah Khan Shahani', 'Religion': 'Islam'}"
