,names,size,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
4689,"LoanAmount,DocumentCharge,EMI,InterestRate/1.csv",12801,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4692,"loantype,LoanAmount,InsuranceAmount/2.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4693,"loantype,LoanAmount,InsuranceAmount/4.csv",1829,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4694,"loantype,LoanAmount,InsuranceAmount/1.csv",22009,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4696,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4698,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/4.csv",8187,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4700,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4701,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4703,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4714,"DocumentCharge,EMI,InterestRate,InsuranceAmount,RentAmount/1.csv",9682,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4717,"DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4718,"DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",6590,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4719,"DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",16008,0.0,0.97,0.03,0.0,0.51,0.49,0.03
4720,"DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4726,"InterestRate,InsuranceRate,NoOfDependents/3.csv",2691,0.0,0.97,0.03,0.0,0.65,0.35,0.03
4734,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4737,"DocumentCharge,EMI,InsuranceAmount,ResidenceType/2.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4738,"DocumentCharge,EMI,InsuranceAmount,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4739,"DocumentCharge,EMI,InsuranceAmount,ResidenceType/1.csv",18293,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4742,"DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",15957,0.0,0.97,0.03,0.0,0.51,0.49,0.03
4745,"DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",5275,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4749,"EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",15497,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4752,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount/2.csv",3093,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4754,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount/1.csv",22010,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4755,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount/5.csv",2068,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4756,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4759,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount/1.csv",6783,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4761,"loantype,LoanAmount,DocumentCharge,InterestRate,ResidenceType/3.csv",10381,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4762,"loantype,LoanAmount,DocumentCharge,InterestRate,ResidenceType/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4764,"loantype,LoanAmount,DocumentCharge,InterestRate,ResidenceType/1.csv",15422,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4765,"loantype,LoanAmount,DocumentCharge,InterestRate,ResidenceType/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4766,"LoanAmount,InterestRate,InsuranceAmount/3.csv",7088,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4768,"LoanAmount,InterestRate,InsuranceAmount/4.csv",2382,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4769,"LoanAmount,InterestRate,InsuranceAmount/1.csv",8881,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4770,"LoanAmount,InterestRate,InsuranceAmount/5.csv",2406,0.0,0.97,0.03,0.0,0.38,0.62,0.03
4771,"LoanAmount,InterestRate,InsuranceRate,RentAmount,NoOfDependents/3.csv",2606,0.0,0.97,0.03,0.0,0.65,0.35,0.03
4773,"LoanAmount,InterestRate,InsuranceRate,RentAmount,NoOfDependents/4.csv",5818,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4778,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",9073,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4779,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",16729,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4780,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4783,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4788,"LoanAmount,InterestRate,RentAmount,NoOfDependents/4.csv",5877,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4789,"LoanAmount,InterestRate,RentAmount,NoOfDependents/1.csv",11259,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4790,"LoanAmount,InterestRate,RentAmount,NoOfDependents/5.csv",3638,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4794,"InsuranceRate,InsuranceAmount/1.csv",15497,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4795,"InsuranceRate,InsuranceAmount/5.csv",2383,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4796,"EMI,InsuranceAmount,RentAmount/3.csv",6466,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4801,"LoanAmount,EMI,NoOfDependents/3.csv",5728,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4803,"LoanAmount,EMI,NoOfDependents/4.csv",8485,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4806,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4810,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",4078,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4811,"loantype,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4812,"loantype,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",4570,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4813,"loantype,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4814,"loantype,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4815,"loantype,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",591,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4816,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4819,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4821,EMI/3.csv,6357,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4823,EMI/4.csv,7991,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4826,"LoanAmount,DocumentCharge,InsuranceAmount,RentAmount,NoOfDependents/3.csv",7258,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4831,"loantype,ResidenceType,RentAmount,NoOfDependents/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4832,"loantype,ResidenceType,RentAmount,NoOfDependents/2.csv",4570,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4833,"loantype,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4836,"loantype,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4839,"loantype,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4841,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",9443,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4842,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",6281,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4843,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4845,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",2855,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4849,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4851,"loantype,LoanAmount,DocumentCharge,ResidenceType/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4853,"loantype,LoanAmount,DocumentCharge,ResidenceType/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4854,"loantype,LoanAmount,DocumentCharge,ResidenceType/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4855,"loantype,LoanAmount,DocumentCharge,ResidenceType/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4856,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4860,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4861,"EMI,NoOfDependents/3.csv",7992,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4862,"EMI,NoOfDependents/2.csv",6463,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4867,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4870,"loantype,LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4872,"loantype,LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4875,"loantype,LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4881,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4883,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4886,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",7726,0.0,0.97,0.03,0.0,0.51,0.49,0.03
4888,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",5818,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4891,"LoanAmount,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/3.csv",9910,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4892,"LoanAmount,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",3278,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4894,"LoanAmount,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",18515,0.0,0.97,0.03,0.0,0.52,0.48,0.03
4895,"LoanAmount,DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",5858,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4899,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/1.csv",9774,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4900,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/5.csv",5723,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4904,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",9714,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4906,"LoanAmount,ResidenceType/3.csv",9115,0.0,0.97,0.03,0.0,0.44,0.56,0.03
4907,"LoanAmount,ResidenceType/2.csv",6529,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4908,"LoanAmount,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4910,"LoanAmount,ResidenceType/5.csv",2607,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4913,"DocumentCharge,InsuranceRate,ResidenceType/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4914,"DocumentCharge,InsuranceRate,ResidenceType/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4915,"DocumentCharge,InsuranceRate,ResidenceType/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
4916,"loantype,LoanAmount,DocumentCharge,EMI,RentAmount,NoOfDependents/3.csv",8428,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4919,"loantype,LoanAmount,DocumentCharge,EMI,RentAmount,NoOfDependents/1.csv",22934,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4920,"loantype,LoanAmount,DocumentCharge,EMI,RentAmount,NoOfDependents/5.csv",2064,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4922,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType/2.csv",3270,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4925,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType/5.csv",5866,0.0,0.97,0.03,0.0,0.58,0.42,0.03
4926,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/3.csv",5024,0.0,0.97,0.03,0.0,0.5,0.5,0.03
4927,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/2.csv",3093,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4929,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/1.csv",22043,0.0,0.97,0.03,0.0,0.54,0.46,0.03
4930,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/5.csv",2068,0.0,0.97,0.03,0.0,0.4,0.6,0.03
4931,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,NoOfDependents/3.csv",6948,0.0,0.97,0.03,0.0,0.49,0.51,0.03
4939,"DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/1.csv",10585,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4940,"DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/5.csv",4912,0.0,0.97,0.03,0.0,0.41,0.59,0.03
4942,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4944,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/1.csv",16230,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4945,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4959,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/1.csv",7341,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4961,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4965,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4974,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount/1.csv",9789,0.0,0.97,0.03,0.0,0.48,0.52,0.03
4977,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/2.csv",14380,0.0,0.97,0.03,0.0,0.53,0.47,0.03
4978,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
4979,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/1.csv",14308,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4980,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/5.csv",1189,0.0,0.97,0.03,0.0,0.46,0.54,0.03
4981,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
4982,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
4985,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
4986,"DocumentCharge,EMI,InsuranceAmount,RentAmount/3.csv",3977,0.0,0.97,0.03,0.0,0.49,0.51,0.03
5000,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
5001,"LoanAmount,DocumentCharge/3.csv",6787,0.0,0.97,0.03,0.0,0.43,0.57,0.03
5004,"LoanAmount,DocumentCharge/1.csv",21711,0.0,0.97,0.03,0.0,0.54,0.46,0.03
5005,"LoanAmount,DocumentCharge/5.csv",2452,0.0,0.97,0.03,0.0,0.37,0.63,0.03
5006,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
5009,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
5010,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
5011,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",7947,0.0,0.97,0.03,0.0,0.56,0.44,0.03
5014,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14308,0.0,0.97,0.03,0.0,0.45,0.55,0.03
5015,"InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",1189,0.0,0.97,0.03,0.0,0.46,0.54,0.03
5018,"InterestRate,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
5020,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",7947,0.0,0.97,0.03,0.0,0.56,0.44,0.03
5022,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
5023,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
5024,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
5025,"loantype,InsuranceAmount,ResidenceType/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
5026,"loantype,InsuranceAmount,ResidenceType/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
5027,"loantype,InsuranceAmount,ResidenceType/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
5028,"loantype,InsuranceAmount,ResidenceType/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
5035,"loantype,LoanAmount,EMI,ResidenceType/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
5037,"loantype,LoanAmount,EMI,ResidenceType/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
5039,"loantype,LoanAmount,EMI,ResidenceType/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
5043,"InterestRate,RentAmount,NoOfDependents/1.csv",12312,0.0,0.97,0.03,0.0,0.47,0.53,0.03
5054,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
5058,"loantype,DocumentCharge,EMI,InsuranceRate,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
5061,"loantype,EMI,InterestRate,ResidenceType,RentAmount/2.csv",4570,0.0,0.97,0.03,0.0,0.45,0.55,0.03
5062,"loantype,EMI,InterestRate,ResidenceType,RentAmount/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
5063,"loantype,EMI,InterestRate,ResidenceType,RentAmount/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
5064,"loantype,EMI,InterestRate,ResidenceType,RentAmount/5.csv",591,0.0,0.97,0.03,0.0,0.47,0.53,0.03
74,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/4.csv",10252,0.42,0.55,0.02,0.01,0.53,0.47,0.44
1274,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",10252,0.42,0.55,0.02,0.01,0.53,0.47,0.44
732,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1700,0.41,0.56,0.02,0.01,0.42,0.58,0.43
902,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",16676,0.41,0.57,0.02,0.01,0.52,0.48,0.42
2176,"LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",14014,0.41,0.57,0.02,0.01,0.56,0.44,0.42
4874,"loantype,LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",16653,0.41,0.57,0.02,0.01,0.52,0.48,0.42
93,"loantype,LoanAmount,InsuranceRate,ResidenceType/2.csv",13704,0.4,0.58,0.02,0.01,0.53,0.47,0.41
261,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",15395,0.4,0.58,0.02,0.01,0.52,0.48,0.41
330,"loantype,InterestRate,InsuranceRate/2.csv",16491,0.4,0.58,0.02,0.01,0.53,0.47,0.41
781,"LoanAmount,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
786,"InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
1040,"InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
1130,"InsuranceRate,ResidenceType/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
1297,"InterestRate,InsuranceRate,ResidenceType/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
1437,"EMI,InterestRate,InsuranceRate/2.csv",12405,0.4,0.58,0.02,0.01,0.54,0.46,0.41
1742,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",13704,0.4,0.58,0.02,0.01,0.53,0.47,0.41
1911,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/2.csv",14886,0.4,0.58,0.02,0.01,0.57,0.43,0.41
2081,"LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
2302,"EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
2484,"loantype,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",13704,0.4,0.58,0.02,0.01,0.53,0.47,0.41
2564,"LoanAmount,EMI,InsuranceRate,ResidenceType/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
2569,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
2689,"EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
2808,"loantype,EMI,InterestRate,InsuranceRate/2.csv",13329,0.4,0.58,0.02,0.01,0.56,0.44,0.41
2848,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/2.csv",15449,0.4,0.58,0.02,0.01,0.56,0.44,0.41
3033,"loantype,InsuranceRate,ResidenceType/2.csv",13704,0.4,0.58,0.02,0.01,0.53,0.47,0.41
3392,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/4.csv",10252,0.4,0.58,0.02,0.01,0.53,0.47,0.41
3928,"loantype,InterestRate,InsuranceRate,ResidenceType/2.csv",13704,0.4,0.58,0.02,0.01,0.53,0.47,0.41
3995,"loantype,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",13704,0.4,0.58,0.02,0.01,0.53,0.47,0.41
4257,"EMI,InterestRate,InsuranceRate,ResidenceType/3.csv",7947,0.4,0.58,0.02,0.01,0.56,0.44,0.41
4258,"EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
4283,"LoanAmount,InsuranceRate,ResidenceType/2.csv",14380,0.4,0.58,0.02,0.01,0.53,0.47,0.41
4543,"LoanAmount,InterestRate,InsuranceRate/2.csv",13137,0.4,0.58,0.02,0.01,0.55,0.45,0.41
4598,"LoanAmount,EMI,InterestRate,InsuranceRate/2.csv",13907,0.4,0.58,0.02,0.01,0.55,0.45,0.41
84,"LoanAmount,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",6571,0.39,0.58,0.02,0.01,0.45,0.55,0.41
